case_id,state,isMetro,areaname,county,family_member_count,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,childcare_cost,taxes,total_cost,median_family_income
837,IA,False,"Hardin County, IA",Hardin County,1p4c,11808.0,10682.30268,14847.786830828363,14303.1264,8149.12356,11421.72288,7758.3984,78688.0668,71949.703125
799,IA,False,"Appanoose County, IA",Appanoose County,1p4c,11088.0,9401.88864,11726.103866424999,13872.93,7424.29464,11271.65844,6132.32808,73089.6444,54523.4375
1910,NY,True,"Ithaca, NY MSA",Tompkins County,1p3c,19428.0,10460.31156,15205.828394196542,10312.35936,10829.71368,33815.5776,20588.8752,118450.5936,88545.265625
802,IA,True,"Waterloo-Cedar Falls, IA HUD Metro FMR Area",Black Hawk County,2p0c,8115.88692,5421.00288,11731.18331934155,9194.69976,4904.94948,0.0,6300.26592,46265.484,74342.203125
351,FL,False,"Hendry County, FL",Hendry County,1p1c,8808.0,4678.8666,13081.126093901394,8927.05596,4886.82348,5723.82564,3994.34364,48311.9328,46288.29296875
371,FL,True,"Jacksonville, FL HUD Metro FMR Area",Nassau County,1p3c,16553.976,11207.47632,17585.898919864638,13696.7508,10059.06888,13387.1088,7912.40628,86526.3336,83862.9375
2461,TN,False,"Bledsoe County, TN",Bledsoe County,1p4c,11388.0,12182.214,9400.312711071445,15525.3168,8540.41848,10271.625,3072.375,74798.1504,54161.9921875
2997,WA,False,"Island County, WA",Island County,2p1c,13092.0,9066.99972,11502.882346519225,11554.42968,8029.07964,7992.29736,7450.79664,72583.6872,79322.3125
1764,NE,False,"Valley County, NE",Valley County,2p3c,10956.0,11896.92264,14008.238826376013,26262.2436,8280.51492,18180.9276,11911.71096,102822.4224,76718.28125
2210,OK,False,"Noble County, OK",Noble County,2p2c,8736.0,9054.60648,15622.816414679766,16488.9648,6446.23824,14276.6148,8467.14036,78887.9532,68660.7734375
1227,MD,True,"Baltimore-Columbia-Towson, MD MSA",Baltimore city,2p4c,17602.1364,15723.702,16958.70026564238,14454.6084,12075.2664,16954.0212,8902.25028,97721.0976,64801.96484375
2791,TX,False,"Washington County, TX",Washington County,1p0c,8616.0,2853.15948,14039.519432232713,5494.79004,4155.72876,0.0,4917.7284,37288.4712,72435.390625
1544,MO,True,"Springfield, MO HUD Metro FMR Area",Greene County,1p0c,7088.10504,3071.037,15112.745739116759,4669.34988,3681.05784,0.0,4851.87888,32750.6484,63136.453125
281,CO,False,"Las Animas County, CO",Las Animas County,2p0c,7764.0,6010.65672,11665.363144006325,8706.56028,4991.10132,0.0,6040.67172,46904.2236,56722.8984375
3007,WA,False,"Pacific County, WA",Pacific County,1p2c,10380.0,10910.2668,12606.341026492144,9831.21528,7714.30368,12528.4032,5997.91404,71029.8228,63035.82421875
2722,TX,True,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",Montgomery County,1p2c,15088.7184,6832.9182,14741.121014205895,8830.2708,7943.07348,13585.236,6013.46076,71103.2052,98536.28125
3146,WI,False,"Waushara County, WI",Waushara County,1p1c,8808.0,4678.8666,11108.563580781867,7594.01076,4886.82348,8357.3232,6417.41016,53254.9104,66457.2109375
1127,LA,True,"Shreveport-Bossier City, LA HUD Metro FMR Area",Bossier Parish,1p3c,14790.8568,9384.3948,13357.306600235464,12531.1452,8759.64696,11390.43672,8588.90628,78490.5708,69842.65625
2300,PA,False,"Fulton County, PA",Fulton County,1p1c,8688.0,4816.48056,12865.52932156883,7564.46196,4893.20616,6962.6418,5791.87908,51152.478,65917.1015625
2924,VA,True,"Rappahannock County, VA HUD Metro FMR Area",Rappahannock County,2p0c,11304.0,6200.8674,13180.234168409435,10418.95968,6342.7038,0.0,8843.8008,58318.74,100521.1328125
881,IA,False,"Tama County, IA",Tama County,1p3c,10824.0,8547.56904,16342.221705621381,11941.01808,7019.08296,11464.96656,7441.23852,71522.502,72986.796875
3044,WV,False,"Logan County, WV",Logan County,1p4c,10728.0,9914.0544,13310.75030892376,27893.484,7479.42996,13614.51,12201.0852,95256.3336,49352.33984375
847,IA,True,"Iowa City, IA HUD Metro FMR Area",Johnson County,1p3c,17796.0,9264.84744,12118.433113482548,12029.46,9805.21212,18159.4272,14423.8128,94440.3456,97596.734375
89,AK,False,"Prince of Wales-Hyder Census Area, AK",Prince of Wales-Hyder Census Area,1p0c,8820.0,3045.87684,14080.300703359382,6165.27984,4299.47496,0.0,5031.75,37975.0284,66447.96875
1224,MD,True,"Hagerstown, MD HUD Metro FMR Area",Washington County,2p0c,8196.0,5782.40328,13043.394718864727,7106.95968,5064.92688,0.0,6156.01536,45220.1304,78509.0625
687,IL,False,"Scott County, IL",Scott County,1p2c,8400.0,6071.21628,10472.18722131721,12114.9456,5243.4924,11972.58396,7032.63276,64712.9004,71833.671875
926,KS,False,"Gove County, KS",Gove County,1p4c,10716.0,11779.7988,16099.176950994159,16669.212,8151.11496,9751.1082,6339.58596,78314.0388,65227.0703125
2835,UT,True,"Ogden-Clearfield, UT HUD Metro FMR Area",Weber County,2p3c,15181.1808,10798.7454,9878.699892516654,15398.9184,9413.5518,17490.3732,10929.28932,95614.7808,79465.0390625
1665,MT,False,"Sanders County, MT",Sanders County,1p4c,12948.0,11670.04908,10874.211330269354,15079.8,8920.09056,17256.7872,11378.64036,92543.2968,51598.0078125
1453,MS,False,"Jasper County, MS",Jasper County,1p4c,10236.0,10755.46872,12169.27820685575,17604.6036,7606.03716,4413.78552,4321.23444,68786.6952,48201.26953125
125,AR,False,"Columbia County, AR",Columbia County,2p1c,7848.0,6889.02612,14499.536856550407,12085.3764,5339.8056,4860.77232,5998.18356,56539.7928,49350.28515625
2611,TX,False,"Deaf Smith County, TX",Deaf Smith County,2p4c,12936.0,13618.248,15875.9348214356,21892.5012,9621.65112,9723.74196,4203.0546,86751.0588,57188.05078125
541,GA,False,"Ware County, GA",Ware County,2p1c,7836.0,6770.658,8504.936591130521,13313.8356,5292.56796,5137.31364,6531.24612,57673.9272,50313.44921875
1022,KY,False,"Casey County, KY",Casey County,1p3c,10260.0,7740.6306,16292.533375139841,12081.954,6522.3384,12019.5468,6417.05496,68700.48,43613.41015625
2639,TX,False,"Glasscock County, TX",Glasscock County,1p1c,9492.0,4449.51084,10303.86118776552,8226.5208,5051.55948,4874.91792,4530.94524,51382.488,80031.8515625
521,GA,False,"Stewart County, GA",Stewart County,2p3c,9672.0,11640.68184,14033.807396471493,19130.8848,7722.42552,8936.14668,6659.78904,77764.9104,41814.41015625
265,CO,True,"Denver-Aurora-Lakewood, CO MSA",Elbert County,2p4c,22498.3476,15723.702,15717.353279862218,15846.8088,13849.356,21690.7968,16387.914,124852.692,114597.890625
2017,NC,False,"Yancey County, NC",Yancey County,2p2c,8316.0,9234.49872,12532.822818563345,17961.8868,6359.23752,10583.61324,7868.92164,74819.6196,58108.0859375
2188,OK,False,"Harper County, OK",Harper County,2p2c,8736.0,9864.12372,14898.254104333559,16488.9648,6739.55784,13898.6376,8952.58596,81188.976,69054.0546875
3162,WY,False,"Niobrara County, WY",Niobrara County,1p3c,12504.0,9384.3948,12647.724115662932,18092.3244,7931.02884,23018.0628,10389.1794,96082.3416,46635.359375
212,CA,False,"Mono County, CA",Mono County,1p1c,15912.0,4969.38432,14340.82899770343,9559.66548,7566.14868,7748.2002,7800.65628,67275.9144,73730.21875
2330,PA,False,"Tioga County, PA",Tioga County,1p4c,12276.0,11413.96584,12674.992604845975,13267.272,8583.80856,17222.1684,8031.5076,84945.7908,62788.359375
1040,KY,True,"Grant County, KY HUD Metro FMR Area",Grant County,1p3c,13500.0,7352.1042,14541.762686987206,14354.2716,7555.5396,18112.4664,10641.68772,84509.1216,59255.05078125
1278,MI,False,"Gladwin County, MI",Gladwin County,2p3c,11076.0,11494.2576,16106.182341673693,15748.5252,8178.09444,15631.2732,8066.96124,85697.8356,55774.109375
278,CO,False,"Lake County, CO",Lake County,1p2c,10440.0,8826.78588,15829.060445342733,8060.7744,6981.11568,12477.3204,6845.48076,66633.2112,65302.02734375
920,KS,False,"Ellis County, KS",Ellis County,2p3c,11100.0,11128.1982,12857.622833754274,19560.2712,8054.15256,10187.73636,7158.52368,81656.748,80334.765625
1766,NE,False,"Wayne County, NE",Wayne County,1p1c,8808.0,4480.09128,13656.70419091394,11276.31,4814.79972,6593.37372,6058.8516,54189.4272,76640.2421875
525,GA,False,"Tattnall County, GA",Tattnall County,1p3c,11124.0,8995.86696,14304.493952029701,12440.6016,7290.22116,9278.1702,5492.40636,67244.0856,53824.16796875
1169,LA,True,"Lafayette, LA HUD Metro FMR Area",St. Martin Parish,2p2c,8380.49196,9564.30252,14368.792245429357,18289.0836,6502.10664,8805.17796,7340.90628,74003.8944,59555.91015625
1328,MI,False,"Sanilac County, MI",Sanilac County,1p1c,8808.0,4235.44488,11648.367360959099,6390.5274,4726.15428,6625.1484,5091.1524,48022.7112,58764.2265625
1194,ME,True,"Bangor, ME HUD Metro FMR Area | Penobscot County, ME (part) HUD Metro FMR Area |  |",Penobscot County,2p4c,14679.852,15947.6856,15615.101693676854,20856.7032,11097.56544,14366.9616,9396.42192,101111.016,69286.1171875
3049,WV,False,"Mercer County, WV",Mercer County,1p0c,5352.0,2936.16048,13318.51431700801,7930.79004,3003.12744,0.0,5518.41396,35132.88,52988.33203125
779,IN,False,"Steuben County, IN",Steuben County,1p4c,12228.0,9950.63676,13881.041236087569,15235.2204,8036.19504,15265.9404,6726.16404,81367.5,72807.1015625
857,IA,False,"Mahaska County, IA",Mahaska County,2p0c,6732.0,5440.02432,14335.154040106774,9421.37988,4410.40428,0.0,6102.25008,45303.8736,70430.0
529,GA,False,"Thomas County, GA",Thomas County,1p2c,9444.0,7549.815,14178.982103973252,10348.12872,6157.52928,8742.876,5473.89072,59479.7172,57419.0859375
632,IL,False,"Greene County, IL",Greene County,1p3c,10452.0,8368.24872,13721.080503991143,15886.1436,6819.31788,13235.226,8507.45292,77154.4632,60582.73828125
1117,KY,False,"Whitley County, KY",Whitley County,2p2c,7956.0,8095.17768,19488.038961408507,13794.5988,5815.9746,10831.99872,6678.05496,66849.3516,50891.55078125
2603,TX,False,"Cottle County, TX",Cottle County,2p1c,8808.0,7149.43584,13109.590219631269,13733.3112,5782.0086,4695.48156,5092.99224,58815.9024,40771.15625
1478,MS,True,"Hattiesburg, MS MSA",Perry County,1p3c,9764.11524,9234.96024,12661.536027457016,14742.8076,6884.11452,8048.77656,5730.00768,68209.998,52224.37109375
831,IA,False,"Fremont County, IA",Fremont County,2p3c,11100.0,10871.95824,14319.014999821726,17130.8076,7961.30712,11329.99224,8307.71124,82691.9064,71989.75
2466,TN,False,"Carroll County, TN",Carroll County,2p3c,10260.0,11018.3796,10429.15304670918,17204.0664,7709.99556,9782.27052,3770.25768,74261.1264,59490.1953125
1184,ME,True,"Lewiston-Auburn, ME MSA",Androscoggin County,1p3c,14568.0,10968.38376,14718.750743460787,12564.0612,9252.83868,14232.8484,9255.04692,83224.4592,69864.21875
2917,VA,False,"Patrick County, VA",Patrick County,1p0c,5664.0,3060.66216,11737.537462513177,5302.79004,3161.28924,0.0,5445.92172,34096.4064,61503.80078125
1275,MI,True,"Lansing-East Lansing, MI MSA",Eaton County,2p3c,13860.6036,10835.35176,13711.80178004611,14616.2184,8948.31888,19897.8564,9353.99196,91916.1216,80828.6640625
1390,MN,True,"Rochester, MN HUD Metro FMR Area",Olmsted County,2p3c,17809.1544,11421.0462,11306.552606406543,20442.9504,10591.2546,24404.4504,15996.8904,116259.4332,99777.7109375
757,IN,False,"Montgomery County, IN",Montgomery County,2p3c,12180.0,10286.26176,10874.898519667615,16795.7076,8140.41288,15016.0704,7669.38276,84846.984,68813.7734375
2852,VA,False,"Alleghany County-Clifton Forge city-Covington city, VA HUD Nonmet",Alleghany County,1p0c,6028.80468,3205.9134,16247.777890298936,5302.79004,3346.10232,0.0,5576.11704,34726.3416,60513.9375
1882,NY,True,"Syracuse, NY MSA",Madison County,2p4c,12413.5872,12856.7004,13959.673881990993,16107.0408,9156.42264,28701.5832,10895.17164,105690.5976,81244.53125
2393,SD,False,"Beadle County, SD",Beadle County,2p2c,8628.0,9474.35748,12407.880698360244,19355.3052,6559.1982,11315.09112,5686.00776,75071.6544,67270.453125
2910,VA,True,"Charlottesville, VA HUD Metro FMR Area",Nelson County,2p4c,12069.1428,14514.186,16754.53500938327,21967.0212,9632.18844,15816.5964,10812.49224,101862.48,80136.5859375
1693,NE,False,"Cheyenne County, NE",Cheyenne County,2p1c,8808.0,7291.47804,17934.918409554495,19622.0244,5833.47588,6691.12212,8505.50388,70944.7848,76082.6796875
1694,NE,False,"Clay County, NE",Clay County,1p2c,8808.0,6384.85764,10847.706424944778,14985.9312,5504.9718,15428.0388,8462.50416,73690.1076,73729.1875
1061,KY,True,"Elizabethtown, KY HUD Metro FMR Area",Larue County,1p0c,6585.7566,2759.7834,13436.898317390385,4561.47984,3386.25768,0.0,5674.24404,34630.1832,59143.125
2171,OK,False,"Cimarron County, OK",Cimarron County,2p4c,11280.0,13707.8412,12777.286711031322,21940.35,9054.0798,16095.3756,9197.64036,97418.4612,58428.45703125
65,AL,False,"Washington County, AL",Washington County,1p4c,10224.0,11706.63204,12817.163255017655,16923.4572,7946.33352,13941.5496,8781.31272,84555.4104,54296.5078125
1906,NY,False,"Steuben County, NY",Steuben County,1p4c,12528.0,10718.88576,13961.565009699007,10918.33956,8423.2632,19725.2988,7365.39036,83258.3616,67739.7109375
1861,NY,False,"Cayuga County, NY",Cayuga County,2p4c,12912.0,13573.4496,13718.455814753768,17300.9208,9596.72316,19915.6452,8667.08568,97630.3356,73835.9765625
898,KS,False,"Barber County, KS",Barber County,2p2c,8616.0,9444.375,12445.657888935659,17738.6868,6543.9858,8864.874,7335.66432,74260.2132,63826.48046875
3022,WV,False,"Barbour County, WV",Barbour County,2p4c,10248.0,12767.106,17180.894359323243,34237.74,8339.28072,13410.45,12569.766,106633.1256,53576.703125
1394,MN,False,"Pipestone County, MN",Pipestone County,2p4c,12048.0,13304.67,14849.451664944185,21504.708,9186.27324,12643.986,7459.3044,91496.1216,71229.8984375
1898,NY,True,"New York, NY HUD Metro FMR Area",Richmond County,2p0c,19185.7116,7113.87744,14178.815973808483,12657.0804,9529.37772,0.0,11215.80468,70161.5328,103213.4765625
945,KS,False,"Lane County, KS",Lane County,1p1c,8616.0,4220.15436,12904.330131330718,9354.32964,4651.0452,6062.1156,6138.66396,52575.1284,72049.3046875
1521,MO,False,"Carroll County, MO",Carroll County,1p0c,5484.0,2946.53544,12324.517879661085,5334.69,3054.71544,0.0,4970.46096,33329.9148,61203.96484375
505,GA,True,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Pickens County,1p1c,10463.07492,4969.38432,12577.130623669687,7923.096,5591.78868,6749.08884,7088.66376,55802.8716,81843.171875
904,KS,False,"Chautauqua County, KS",Chautauqua County,2p1c,8616.0,7196.78388,15496.220127993867,14019.048,5729.595,6098.62092,7402.58568,63602.7072,55432.17578125
1494,MS,True,"Tunica County, MS HUD Metro FMR Area",Tunica County,1p2c,9768.0,6944.9334,14037.941215668025,11294.53344,6055.75452,7989.28788,5296.31652,58840.3536,42712.8828125
2943,VA,False,"Wythe County, VA",Wythe County,2p4c,10464.0,13483.8564,13799.695682052628,21079.0548,8677.25244,12331.4388,7506.12528,88542.3804,63653.97265625
2856,VA,True,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Arlington County,2p1c,24818.8764,10369.04952,11208.712095372677,12898.914,12749.9736,13354.0944,15282.3588,99173.9652,165123.890625
2605,TX,False,"Crockett County, TX",Crockett County,1p3c,11628.0,7650.97044,16158.119234266182,13665.9816,6985.53072,9280.93872,3253.88676,66452.4492,58550.6484375
2734,TX,False,"Palo Pinto County, TX",Palo Pinto County,2p2c,9552.0,8514.92796,12485.797776336694,16453.0416,6546.36108,8577.2322,4456.55856,68072.0796,60378.3984375
781,IN,False,"Switzerland County, IN",Switzerland County,1p3c,12576.0,8487.79464,14021.64609819302,11343.27096,7632.24312,15075.5892,7147.719,76011.6624,63021.44921875
296,CO,True,"Pueblo, CO MSA",Pueblo County,2p3c,13416.0,10981.77468,14753.600821952201,14994.2544,8840.2764,17538.6096,9052.719,89846.1264,61752.29296875
506,GA,False,"Pierce County, GA",Pierce County,1p1c,7776.0,4327.18692,14541.366085655283,7975.04592,4385.46168,5079.97224,5008.37112,46377.108,52182.2734375
20,AL,False,"Covington County, AL",Covington County,2p1c,7608.0,7054.74168,12771.773005635938,14182.746,5312.88936,4967.65872,7367.90988,60251.9292,55480.4375
1523,MO,True,"Kansas City, MO-KS HUD Metro FMR Area",Cass County,1p3c,16593.546,8906.20824,13477.825653754166,13583.6004,9239.56644,17330.4564,12341.6952,91659.5688,83084.6015625
2982,VA,True,"Winchester, VA-WV MSA",Winchester city,1p2c,13022.5824,7639.4268,13920.527964868457,10528.93728,7486.66116,16230.0708,9918.34356,76125.732,71218.6015625
2857,VA,True,"Staunton-Waynesboro, VA MSA",Augusta County,2p0c,8611.31988,6219.88848,10886.758311278962,10418.95968,5373.93204,0.0,7463.41044,51700.4652,75494.3046875
436,GA,False,"Decatur County, GA",Decatur County,2p1c,7776.0,7078.41504,12456.314746524296,12984.2496,5382.3402,5012.24592,6630.97632,58135.1604,51325.8984375
922,KS,False,"Finney County, KS",Finney County,1p4c,12396.0,9987.22044,11836.75439106209,17601.3048,8110.32348,10348.03344,6082.89072,77369.8296,71053.28125
1488,MS,False,"Stone County, MS",Stone County,1p4c,11232.0,12109.0464,10686.124905161383,17102.7072,8457.3816,4471.1382,5540.68764,73574.7012,55191.8984375
1273,MI,False,"Delta County, MI",Delta County,2p2c,8808.0,8335.03488,16144.94336289616,17559.0612,6211.59744,13944.522,8230.91376,77626.3248,61237.8515625
2274,PA,True,"Armstrong County, PA HUD Metro FMR Area",Armstrong County,2p1c,9360.0,6439.22676,13622.165127532458,10917.61524,5724.6834,8863.2744,7240.91376,62168.25,66452.078125
74,AK,False,"Dillingham Census Area, AK",Dillingham Census Area,2p3c,20448.0,12267.5124,15531.185043758702,21346.3092,11854.12056,22628.556,11004.44532,111232.2192,57301.0
3101,WI,True,"Iowa County, WI HUD Metro FMR Area",Iowa County,2p1c,10512.0,7551.88764,14797.963225296557,11672.06988,6545.25876,10681.4334,8775.02712,70837.5756,83614.4453125
869,IA,False,"Palo Alto County, IA",Palo Alto County,2p3c,10668.0,11384.43972,13178.773496531168,17130.8076,7990.46856,11369.17092,8186.42208,82149.8376,73005.28125
2874,VA,False,"Cumberland County, VA",Cumberland County,1p1c,11148.0,4847.06136,12572.985552908309,7597.83468,5795.64144,7411.44072,7495.75776,56941.02,61219.3671875
1108,KY,False,"Taylor County, KY",Taylor County,2p0c,6288.0,4907.43456,14761.654970897676,9741.58008,4056.54744,0.0,6262.96512,43948.9836,58209.7421875
1474,MS,False,"Noxubee County, MS",Noxubee County,2p1c,8208.0,7575.56172,13441.038616663536,14752.0344,5719.00704,2780.7078,6463.38276,58970.4204,48085.23828125
2182,OK,True,"Enid, OK MSA",Garfield County,1p4c,13068.0,10792.0518,12513.209006422443,16493.6904,8645.43756,17025.4032,9351.39036,88834.4652,68599.1640625
18,AL,False,"Conecuh County, AL",Conecuh County,1p3c,10884.0,8846.43456,10696.591585593073,14114.2908,7149.11424,13986.5436,8287.6956,76605.012,49227.06640625
1802,NJ,True,"Atlantic City-Hammonton, NJ MSA",Atlantic County,2p4c,23028.0,15454.92,12088.80881053385,19387.3188,13943.88,21470.0088,15276.3444,124061.424,80943.671875
2912,VA,False,"Northampton County, VA",Northampton County,1p2c,9636.0,7079.35176,10948.415128494527,10539.5274,6056.6316,11551.10748,6863.96484,64524.4164,61318.97265625
2503,TN,False,"Johnson County, TN",Johnson County,2p1c,7968.0,7551.88764,15562.390162746855,12654.6624,5623.46736,5352.93204,4941.61704,57940.1484,43876.27734375
639,IL,False,"Iroquois County, IL",Iroquois County,2p0c,6372.0,5706.31932,14581.265158715825,12133.38,4376.45136,0.0,7348.8318,49338.4224,68963.6875
193,CA,True,"Oakland-Fremont, CA HUD Metro FMR Area",Contra Costa County,1p1c,28822.9368,5764.48644,13029.51816856323,8221.12212,12532.3872,11480.37228,16180.062,95225.3436,117607.5234375
1817,NJ,True,"Bergen-Passaic, NJ HUD Metro FMR Area",Passaic County,2p1c,19447.8564,8285.7708,13538.044846115401,11855.63892,10048.98636,11290.02756,10495.39092,83091.8316,84069.328125
2748,TX,False,"Refugio County, TX",Refugio County,2p0c,7968.0,5173.72956,10983.301003627372,10773.58008,4761.76716,0.0,5309.96076,47386.3212,62782.19921875
432,GA,True,"Macon-Bibb County, GA HUD Metro FMR Area",Crawford County,1p4c,10574.86308,10974.96756,12440.099790970264,15454.0476,7808.35332,10781.8674,5650.30476,75174.1236,61324.10546875
458,GA,False,"Grady County, GA",Grady County,2p4c,10884.0,12856.7004,16698.08855402767,20696.2572,8602.19244,9044.10864,5557.83576,81268.518,54457.71875
619,IL,False,"Cumberland County, IL",Cumberland County,2p1c,8400.0,6462.90084,10895.198220720209,15097.6944,5385.41532,6882.10764,8638.49628,65741.8764,72935.453125
1690,NE,False,"Cedar County, NE",Cedar County,2p4c,11964.0,13439.0616,14040.594774811867,29971.8636,9204.531,18166.2024,12581.7264,111563.4024,77367.234375
2451,SD,False,"Todd County, SD",Todd County,1p0c,6036.0,3683.16984,12952.810915168546,8058.69,3521.63856,0.0,4983.8262,37686.4368,25529.9765625
2271,OR,True,"Portland-Vancouver-Hillsboro, OR-WA MSA",Yamhill County,2p3c,21846.7656,12409.4064,13013.030127726577,15496.9032,12412.362,21812.3256,19972.6944,120298.08,77960.7421875
1917,NY,True,"Yates County, NY HUD Metro FMR Area",Yates County,2p2c,9780.0,7825.33812,16054.686737944536,15173.76,6379.10892,24189.8496,10560.01536,89285.7252,75744.8515625
1857,NY,False,"Allegany County, NY",Allegany County,2p2c,8808.0,10014.03444,14175.436832863814,14226.0396,6819.96528,16573.4844,8565.05496,80189.3316,61645.5
2064,ND,False,"Stutsman County, ND",Stutsman County,2p0c,6684.0,6086.74068,13932.381677652818,9277.37988,4627.34292,0.0,5043.4962,44648.0652,78251.3359375
1637,MT,False,"Garfield County, MT",Garfield County,2p0c,6732.0,6086.74068,15156.015514429575,10026.56028,4644.73536,0.0,6718.03488,49734.9612,60112.44921875
2249,OR,False,"Hood River County, OR",Hood River County,2p2c,14484.0,11603.08812,17137.436571447583,13550.9748,9452.38116,16781.9544,14777.2968,96736.8984,79189.8515625
1585,MO,False,"Pettis County, MO",Pettis County,1p1c,8580.0,4174.2828,14399.991859644848,9569.87844,4621.37988,4771.70544,5054.03508,47758.1256,58281.62109375
1426,MS,False,"Attala County, MS",Attala County,1p4c,10956.0,11596.88304,11516.2170795991,17604.6036,8171.79936,4563.78192,4819.24992,70846.2948,47172.38671875
1482,MS,False,"Quitman County, MS",Quitman County,1p3c,10212.0,9115.41432,12369.111316688566,14682.15,7003.08468,4408.17516,4588.82412,62544.7848,39926.078125
1157,LA,True,"New Orleans-Metairie, LA HUD Metro FMR Area",Plaquemines Parish,1p0c,11834.98464,3299.28996,14372.004445709521,5785.47984,5483.74476,0.0,6866.31228,43347.5976,68485.1875
410,GA,True,"Augusta-Richmond County, GA-SC HUD Metro FMR Area",Burke County,1p2c,6795.5376,6250.44072,16342.784394130804,10122.21456,4727.07204,9273.71268,4538.35548,55276.1016,48817.36328125
1890,NY,True,"Rochester, NY HUD Metro FMR Area",Ontario County,2p3c,14872.3392,11311.22748,12725.710547320383,15623.3004,9487.33884,30372.2724,14489.1024,111405.0,85477.109375
2867,VA,False,"Carroll County-Galax city, VA HUD Nonmetro FMR Area",Carroll County,2p2c,8381.62872,9714.21384,12739.727423226777,15842.3172,6556.83696,10965.15012,7729.73436,73866.0,57871.9140625
2842,VT,True,"Burlington-South Burlington, VT MSA",Grand Isle County,1p2c,16196.6904,8065.08324,15997.432416571724,13115.1792,8790.99756,19587.804,13490.586,93308.4144,89015.546875
354,FL,True,"Tampa-St. Petersburg-Clearwater, FL MSA",Hillsborough County,1p0c,12150.366,3527.54256,12036.17785712858,4837.47984,5680.72488,0.0,5540.43756,41040.9816,74058.8046875
2802,TX,False,"Wood County, TX",Wood County,2p0c,7308.0,5839.46628,15432.97226228174,10773.58008,4763.84544,0.0,5324.08596,47473.4796,65908.8828125
1990,NC,True,"Person County, NC HUD Metro FMR Area",Person County,2p2c,9084.0,8694.82032,15153.264726256188,13834.3992,6441.96756,12623.9856,7294.96872,72170.4144,67466.578125
729,IN,False,"Gibson County, IN",Gibson County,1p1c,8784.0,4174.2828,13318.84501717926,7450.311,4695.297,6235.39308,5121.38268,48314.0424,73248.6328125
3156,WY,False,"Goshen County, WY",Goshen County,1p0c,7284.0,3257.7894,12418.565491690591,7233.27984,3819.70608,0.0,5153.1522,38706.2784,66705.703125
1471,MS,False,"Montgomery County, MS",Montgomery County,2p0c,6432.0,5839.46628,10878.160121796323,11829.58008,4446.4362,0.0,6260.53128,47869.878,48021.57421875
883,IA,False,"Union County, IA",Union County,2p3c,12204.0,10652.32248,12763.65137263974,17130.8076,8281.74756,11513.14236,8364.58596,82946.25,73879.109375
1981,NC,True,"Rocky Mount, NC MSA",Nash County,2p0c,7671.59184,5135.68764,15406.78100735142,9386.95968,4640.58252,0.0,5981.7228,45352.7844,65243.5
346,FL,True,"Gainesville, FL MSA",Gilchrist County,1p4c,11247.46068,12109.0464,14341.069812517711,18393.7284,8462.98392,11171.44116,4601.88276,80623.1544,51923.51171875
584,ID,True,"Jerome County, ID HUD Metro FMR Area",Jerome County,2p2c,10320.0,8544.91044,11946.83437661275,14897.4756,6835.50144,13727.9532,7672.61724,77287.5876,62488.52734375
2148,OH,True,"Youngstown-Warren-Boardman, OH HUD Metro FMR Area",Trumbull County,2p3c,11545.311,10139.83884,13509.550453725093,15160.7532,7857.3852,15452.5944,6433.42164,80958.3396,61474.0234375
381,FL,True,"Jacksonville, FL HUD Metro FMR Area",St. Johns County,2p0c,13143.1992,7589.40456,12960.815167997514,9146.95968,7512.24024,0.0,6862.42608,56739.0408,101984.359375
996,KS,False,"Wichita County, KS",Wichita County,1p2c,8616.0,6272.84328,13755.76708430477,11157.95064,5394.81516,9120.01464,5219.12112,59304.8316,63992.82421875
1871,NY,False,"Essex County, NY",Essex County,2p3c,13884.0,11567.46972,12039.617530826607,15831.8808,9222.07104,20030.7288,10346.35908,96639.4332,70327.3125
1422,MN,False,"Yellow Medicine County, MN",Yellow Medicine County,1p4c,11892.0,11523.717,13940.007899483804,16055.1828,8484.438,12521.5728,7324.8984,82412.3784,73487.8828125
1759,NE,False,"Sioux County, NE",Sioux County,2p2c,8808.0,9144.55296,15873.178277062658,23486.6688,6504.91848,15803.6484,10568.25,90909.3756,58746.7734375
280,CO,True,"Fort Collins, CO MSA",Larimer County,2p3c,23196.0,12775.4628,13334.669849514747,16167.0996,13033.8804,22071.3588,16684.8276,120205.38,94303.703125
2483,TN,False,"Franklin County, TN",Franklin County,2p4c,11388.0,13931.826,14005.397450868271,20744.106,9174.37056,10192.92192,3791.64072,84470.6196,61938.1484375
2725,TX,False,"Motley County, TX",Motley County,1p4c,11508.0,10462.8018,13995.949889580135,16385.712,7960.8882,9268.12284,2653.1094,72808.998,64889.24609375
2497,TN,False,"Henry County, TN",Henry County,1p0c,6084.0,3299.28996,12435.80063610987,4942.79004,3399.936,0.0,4215.50568,33066.8208,54156.859375
3090,WI,False,"Dodge County, WI",Dodge County,1p2c,9780.0,6452.0676,10979.348099412295,10392.35376,5881.51872,16203.5952,7996.8984,69552.6792,77053.0234375
1983,NC,False,"Northampton County, NC",Northampton County,1p0c,6264.0,3330.41496,9921.159862916944,6334.79004,3476.43492,0.0,5889.07032,36877.7256,46128.10546875
